car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price
2398,Dacia,Model B,2002,250000,Petrol,Automatic,8,10,645
2399,BMW,Model B,2024,14025,Petrol,Manual,11,20,23186
2400,Honda,Model C,2024,26090,Petrol,Manual,9,1,19896
2401,Hyundai,Model A,2020,65150,Diesel,Manual,2,10,12844
2402,Hyundai,Model A,2007,227332,Petrol,Automatic,12,1,500
2403,VW,Model C,2021,,Petrol,Manual,3,1,19169
2404,Honda,Model B,2020,52677,Petrol,Automatic,5,1,7341
2405,VW,Model C,2024,17932,Petrol,Manual,11,20,20285
2406,VW,Model C,2023,42187,Petrol,Automatic,12,1,15468
2407,Honda,Model A,2020,47727,Diesel,Manual,4,1,9209
2408,Ford,Model C,2017,65500,Petrol,Manual,5,10,7519
2409,Hyundai,Model B,2025,0,Petrol,Manual,7,30,21740
2410,Toyota,Model C,2021,,Petrol,Automatic,7,30,13483
2411,Honda,Model B,2024,0,Petrol,Automatic,10,20,24052
2412,BMW,Model B,2014,114346,Diesel,Automatic,11,1,500
2413,VW,Model A,2022,38338,Petrol,Automatic,12,1,11912
2414,Mercedes,Model C,2002,250000,Petrol,Automatic,11,30,2049
2415,Honda,Model B,2022,44916,Petrol,Manual,4,20,13626
2416,Audi,Model A,2025,0,Petrol,Manual,5,20,32293
2417,BMW,Model C,2021,43125,Diesel,Automatic,8,20,19002
2418,Honda,Model A,2003,250000,Hybrid,Manual,9,1,500
2419,Toyota,Model B,2003,246106,Petrol,Manual,2,30,532
2420,Toyota,Model A,2021,70153,Diesel,Manual,5,30,14905
2421,Audi,Model C,2015,103988,Petrol,Manual,3,10,4647
2422,Dacia,Model A,2002,250000,Petrol,Manual,7,1,500
2423,BMW,Model A,2025,,Petrol,Automatic,3,10,32994
2424,Fiat,Model C,2021,30826,Diesel,Manual,8,30,9304
2425,VW,Model A,2019,64546,Petrol,Automatic,6,1,7949
2426,Mercedes,Model C,2025,8173,Petrol,Manual,6,30,27610
2427,Honda,Model C,2011,167897,Petrol,Manual,9,30,627
2428,Dacia,Model B,2025,16777,Diesel,Automatic,6,30,21790
2429,Ford,Model B,2020,81536,Petrol,Manual,5,10,10717
2430,Mercedes,Model B,2025,0,Petrol,Automatic,9,10,34676
2431,Honda,Model A,2023,5155,Petrol,Automatic,1,30,18715
2432,Honda,Model B,2025,0,Petrol,Automatic,6,10,23523
2433,Hyundai,Model A,2025,0,Petrol,Manual,3,10,26929
2434,Fiat,Model C,2019,88563,Petrol,Automatic,1,30,4793
2435,BMW,Model B,2025,2521,Petrol,Manual,1,30,27287
2436,Toyota,Model C,2021,39824,Petrol,Manual,3,20,11431
2437,Toyota,Model B,2021,47833,Diesel,Manual,6,10,9790
2438,Dacia,Model B,2020,81064,Diesel,Manual,8,10,9953
2439,Ford,Model B,2023,52620,Petrol,Automatic,10,1,16309
2440,Fiat,Model A,2015,123890,Petrol,Automatic,8,10,975
2441,Toyota,Model A,2023,0,Petrol,Automatic,7,10,19384
2442,VW,Model A,2023,28459,Petrol,Automatic,1,20,16990
2443,Toyota,Model C,2025,14021,Petrol,Automatic,4,1,24521
2444,Fiat,Model B,2025,3369,Diesel,Automatic,9,20,18653
2445,Honda,Model C,2021,58897,Petrol,Manual,4,20,11674
2446,Hyundai,Model C,2020,19606,Diesel,Automatic,8,30,7645
2447,Audi,Model C,2018,65480,Petrol,Manual,8,20,13038
2448,VW,Model C,2016,94706,Petrol,Automatic,4,10,8579
2449,Toyota,Model A,2005,235182,Diesel,Manual,8,30,686
2450,BMW,Model A,2020,75981,Petrol,Automatic,2,30,11435
2451,Toyota,Model A,2019,60511,Petrol,Manual,10,1,7650
2452,Ford,Model A,2025,6838,Petrol,Automatic,1,1,19837
2453,Mercedes,Model B,2023,28555,Petrol,Automatic,1,10,22118
2454,Mercedes,Model A,2020,83792,Diesel,Automatic,11,1,6778
2455,Honda,Model A,2023,23374,Petrol,Automatic,8,30,26033
2456,Toyota,Model B,2013,117678,Petrol,Manual,3,30,10890
2457,Honda,Model A,2021,57703,Diesel,Automatic,8,30,18480
2458,Honda,Model C,2024,44070,Petrol,Automatic,5,10,15164
2459,Mercedes,Model A,2022,46685,Petrol,Manual,4,1,17970
2460,Mercedes,Model C,2021,36185,Hybrid,Automatic,11,30,15738
2461,Hyundai,Model A,2025,0,Petrol,Automatic,6,1,27585
2462,Mercedes,Model C,2025,0,Petrol,Automatic,4,10,29344
2463,VW,Model A,2024,42049,Diesel,Automatic,12,30,19051
2464,Toyota,Model B,2023,19090,Petrol,Automatic,3,10,21105
2465,Dacia,Model C,2024,2060,Diesel,Manual,2,30,16714
2466,BMW,Model A,2016,105623,Petrol,Automatic,2,30,4966
2467,Hyundai,Model C,2021,12973,Diesel,Manual,2,1,8112
2468,Honda,Model C,2003,250000,Petrol,Manual,4,30,500
2469,BMW,Model A,2022,20782,Petrol,Manual,9,1,14724
2470,Audi,Model A,2023,41709,Petrol,Automatic,9,20,26134
2471,Toyota,Model B,2017,29349,Petrol,Automatic,10,20,4421
2472,Toyota,Model A,2025,18105,Petrol,Automatic,8,1,29164
2473,Toyota,Model A,2025,23739,Diesel,Manual,7,30,23490
2474,Fiat,Model A,2025,1271,Diesel,Manual,6,20,18446
2475,Toyota,Model C,2022,31274,Diesel,Automatic,11,1,16801
2476,Toyota,Model A,2025,992,Hybrid,Manual,5,20,24071
2477,Hyundai,Model B,2013,142578,Diesel,Automatic,12,20,2447
2478,Hyundai,Model B,2025,0,Diesel,Manual,4,30,25727
2479,BMW,Model A,2012,179287,Diesel,Manual,2,30,3507
2480,VW,Model C,2025,3686,Petrol,Manual,4,20,22793
2481,Honda,Model B,2019,54553,Diesel,Manual,7,20,15334
2482,Mercedes,Model A,2025,0,Diesel,Automatic,12,10,33658
2483,Audi,Model C,2025,0,Petrol,Automatic,3,1,28495
2484,BMW,Model B,2014,143557,Hybrid,Automatic,8,30,4639
2485,Toyota,Model C,2022,26715,Petrol,Manual,3,30,15208
2486,Audi,Model B,2025,0,Petrol,Manual,9,30,26652
2487,Toyota,Model A,2022,43322,Petrol,Automatic,6,30,14085
2488,Ford,Model A,2025,0,Petrol,Automatic,10,30,24368
2489,VW,Model A,2023,32197,Petrol,Automatic,11,1,21024
2490,Ford,Model C,2020,61428,Petrol,Automatic,5,1,10626
2491,VW,Model B,2019,70738,Diesel,Automatic,12,1,1465
2492,Fiat,Model B,2016,84408,Diesel,Manual,6,20,7274
2493,Fiat,Model A,2025,0,Diesel,Automatic,12,30,24607
2494,Fiat,Model B,2021,57038,Petrol,Manual,3,1,10792
2495,Mercedes,Model A,2022,25769,Petrol,Automatic,12,1,21851
2496,Audi,Model A,2022,54080,Diesel,Manual,5,30,13744
2497,Honda,Model A,2023,59196,Petrol,Manual,10,30,17203
2498,Toyota,Model C,2025,9845,Petrol,Automatic,12,30,28941
2499,Mercedes,Model C,2025,22392,Petrol,Manual,12,20,25093
2500,Toyota,Model C,2021,58810,Petrol,Automatic,6,10,10896
2501,Dacia,Model B,2025,0,Hybrid,Manual,5,1,15306
2502,Toyota,Model A,2025,3002,Diesel,Manual,8,20,23868
2503,Toyota,Model C,2023,54199,Petrol,Manual,9,30,18558
2504,BMW,Model C,2025,0,Petrol,Automatic,7,1,29402
2505,VW,Model B,2016,92410,Petrol,Automatic,11,10,5259
2506,Toyota,Model C,2010,162987,Petrol,Automatic,1,30,4839
2507,Mercedes,Model C,2025,0,Petrol,Automatic,8,10,33396
2508,Dacia,Model C,2021,32947,Petrol,Manual,7,30,7074
2509,Hyundai,Model C,2025,25110,Hybrid,Automatic,1,30,26872
2510,VW,Model A,2025,3245,Diesel,Automatic,1,30,25658
2511,Dacia,Model A,2006,242575,Diesel,Automatic,8,20,666
2512,Toyota,Model A,2025,0,Diesel,Manual,2,20,22349
2513,VW,Model C,2021,30897,Petrol,Manual,10,10,8957
2514,Audi,Model A,2022,16359,Petrol,Automatic,12,1,19988
2515,VW,Model B,2024,0,Petrol,Automatic,3,30,22324
2516,BMW,Model A,2025,5212,Diesel,Automatic,10,10,29410
2517,Mercedes,Model C,2001,250000,Hybrid,Automatic,8,30,3728
2518,Toyota,Model A,2022,45047,Petrol,Manual,6,30,14750
2519,BMW,Model A,2024,0,Petrol,Manual,9,1,28470
2520,Honda,Model B,2025,0,Petrol,Manual,11,20,26566
2521,Honda,Model B,2024,0,Petrol,Manual,12,1,22981
2522,Ford,Model C,2013,150021,Petrol,Manual,9,30,2469
2523,Mercedes,Model A,2019,79186,Hybrid,Manual,10,30,12774
2524,Mercedes,Model B,2020,42417,Petrol,Manual,8,30,8221
2525,Ford,Model A,2025,14520,Hybrid,Manual,8,1,18768
2526,VW,Model B,2019,107082,Petrol,Automatic,1,10,9592
2527,BMW,Model A,2017,108522,Petrol,Manual,2,1,9589
2528,Honda,Model B,2025,0,Petrol,Automatic,5,30,26514
2529,Hyundai,Model B,2000,250000,Diesel,Manual,9,30,1654
2530,BMW,Model A,2025,0,Petrol,Automatic,1,1,26662
2531,Toyota,Model C,2024,588,Diesel,Automatic,7,20,23999
2532,Toyota,Model B,2025,3785,Petrol,Automatic,1,30,31299
2533,Fiat,Model C,2019,54923,Diesel,Manual,10,20,9009
2534,Mercedes,Model B,2001,250000,Petrol,Manual,9,20,500
2535,Toyota,Model C,2025,3294,Petrol,Manual,7,10,26865
2536,Fiat,Model C,2025,318,Petrol,Automatic,8,30,23080
2537,Toyota,Model B,2025,0,Petrol,Automatic,12,1,23410
2538,Honda,Model B,2014,112759,Petrol,Automatic,12,30,3338
2539,BMW,Model A,2025,4346,Petrol,Manual,10,10,30770
2540,Dacia,Model B,2025,0,Diesel,Manual,5,30,17028
2541,Hyundai,Model C,2024,9915,Diesel,Manual,2,30,19119
2542,Ford,Model A,2025,26474,Petrol,Manual,5,30,20161
2543,BMW,Model A,2025,9767,Hybrid,Manual,10,10,26193
2544,BMW,Model A,2023,3463,Hybrid,Automatic,8,10,21515
2545,Honda,Model A,2008,184877,Hybrid,Automatic,9,1,2878
2546,Toyota,Model C,2022,38277,Petrol,Manual,2,30,14497
2547,Ford,Model B,2007,195370,Petrol,Automatic,2,10,1830
2548,Ford,Model C,2021,17974,Petrol,Manual,9,30,11880
2549,Hyundai,Model C,2021,55985,Petrol,Manual,5,20,11448
2550,Toyota,Model B,2006,232814,Petrol,Automatic,5,1,500
2551,Ford,Model A,2020,66758,Petrol,Automatic,5,30,10977
2552,Hyundai,Model C,2011,171945,Petrol,Automatic,10,30,500
2553,Honda,Model A,2025,0,Petrol,Manual,9,30,27737
2554,Hyundai,Model B,2025,0,Petrol,Automatic,2,10,26620
2555,Mercedes,Model A,2007,223742,Petrol,Automatic,5,30,500
2556,VW,Model B,2025,22948,Petrol,Manual,9,30,21843
2557,Dacia,Model A,2022,28481,Petrol,Automatic,12,30,12678
2558,Toyota,Model B,2019,56688,Petrol,Automatic,12,30,15379
2559,Toyota,Model B,2007,198973,Petrol,Automatic,4,1,2592
2560,BMW,Model B,2022,22999,Diesel,Automatic,1,30,22683
2561,Ford,Model A,2025,3038,Petrol,Manual,8,1,21738
2562,Ford,Model C,2025,0,Petrol,Manual,6,1,21730
2563,BMW,Model A,2005,246587,Diesel,Automatic,3,20,500
2564,Hyundai,Model A,2007,225658,Petrol,Manual,9,10,500
2565,Hyundai,Model A,2021,21028,Petrol,Automatic,3,10,13387
2566,Fiat,Model A,2019,57312,Petrol,Manual,5,30,4853
2567,Honda,Model C,2017,97195,Petrol,Manual,10,30,5443
2568,Honda,Model C,2019,69847,Petrol,Automatic,9,30,9928
2569,Fiat,Model B,2025,7794,Petrol,Automatic,8,30,24729
2570,Toyota,Model C,2025,0,Petrol,Automatic,12,30,26920
2571,VW,Model B,2021,66971,Petrol,Manual,2,20,12306
2572,Ford,Model C,2025,0,Petrol,Automatic,9,10,27408
2573,Toyota,Model B,2020,45254,Diesel,Automatic,2,20,7762
2574,BMW,Model A,2022,20048,Petrol,Automatic,2,1,18828
2575,BMW,Model C,2017,107032,Petrol,Automatic,7,1,7623
2576,Toyota,Model B,2024,12444,Diesel,Manual,1,10,19362
2577,Honda,Model C,2025,9505,Petrol,Manual,7,1,21025
2578,Hyundai,Model C,2023,33196,Petrol,Manual,1,1,18012
2579,Toyota,Model A,2020,29702,Petrol,Automatic,8,30,15610
2580,Toyota,Model C,2024,0,Petrol,Automatic,4,1,24270
2581,Honda,Model C,2012,140690,Petrol,Automatic,2,1,6464
2582,Audi,Model A,2025,0,Petrol,Manual,10,10,29350
2583,BMW,Model C,2022,29694,Petrol,Automatic,5,10,17902
2584,Mercedes,Model A,2021,62987,Hybrid,Manual,6,30,16230
2585,Toyota,Model B,2023,41977,Petrol,Automatic,5,30,19240
2586,BMW,Model C,2024,7606,Petrol,Manual,2,1,25102
2587,Audi,Model A,2007,212230,Hybrid,Manual,6,20,500
2588,Hyundai,Model C,2024,1418,Petrol,Manual,9,10,20691
2589,Audi,Model A,2018,85337,Petrol,Automatic,12,20,6118
2590,Mercedes,Model A,2025,3037,Hybrid,Automatic,10,30,27674
2591,Dacia,Model B,2025,12097,Petrol,Manual,1,10,16698
2592,Ford,Model C,2025,11976,Petrol,Manual,3,10,23903
2593,BMW,Model C,2023,0,Petrol,Automatic,1,1,20757
2594,BMW,Model A,2022,33711,Diesel,Automatic,2,1,11237
2595,Ford,Model B,2014,152761,Petrol,Manual,7,30,500
2596,Honda,Model C,2025,0,Petrol,Manual,3,30,21896
2597,BMW,Model C,2019,89088,Petrol,Automatic,9,30,7130
2598,Audi,Model A,2022,,Petrol,Automatic,1,30,18469
2599,Fiat,Model C,2019,22387,Petrol,Manual,11,1,8812
2600,Ford,Model B,2013,126946,Petrol,Manual,9,1,3615
2601,Honda,Model C,2024,0,Petrol,Automatic,12,1,24398
2602,Audi,Model C,2005,75000,Petrol,Automatic,12,1,3226
2603,Mercedes,Model A,2025,13227,Petrol,Manual,9,1,29106
2604,Toyota,Model A,2020,60396,Petrol,Automatic,2,1,10089
2605,Fiat,Model B,2000,250000,Petrol,Automatic,3,10,500
2606,BMW,Model C,2022,36657,Petrol,Manual,4,30,17425
2607,Dacia,Model A,2004,250000,Hybrid,Automatic,6,10,500
2608,Audi,Model B,2019,98142,Petrol,Automatic,8,20,4316
2609,Toyota,Model B,2025,0,Petrol,Automatic,9,10,27283
2610,BMW,Model C,2006,203101,Petrol,Manual,1,1,500
2611,Ford,Model B,2025,12605,Petrol,Automatic,8,30,23964
2612,Honda,Model C,2000,250000,Hybrid,Automatic,1,10,500
2613,VW,Model A,2018,98145,Petrol,Automatic,11,20,6413
2614,Honda,Model C,2025,4216,Petrol,Automatic,1,10,25060
2615,Toyota,Model B,2020,46748,Petrol,Manual,5,30,12808
2616,VW,Model C,2010,180873,Diesel,Manual,6,30,2016
2617,BMW,Model A,2020,79625,Petrol,Manual,8,20,10771
2618,Honda,Model A,2019,69762,Diesel,Automatic,2,30,13700
2619,Mercedes,Model B,2025,0,Petrol,Automatic,12,10,22139
2620,Honda,Model A,2020,36170,Petrol,Automatic,5,30,16271
2621,Hyundai,Model C,2025,0,Petrol,Automatic,5,1,22954
2622,Mercedes,Model C,2025,0,Hybrid,Automatic,4,20,32909
2623,Dacia,Model A,2021,60299,Petrol,Automatic,10,30,7232
2624,Fiat,Model B,2025,0,Petrol,Manual,1,20,20598
2625,Toyota,Model B,2020,83306,Petrol,Manual,2,1,8503
2626,BMW,Model A,2025,0,Hybrid,Manual,6,30,29503
2627,Hyundai,Model B,2008,238972,Petrol,Automatic,12,1,500
2628,Fiat,Model C,2024,37882,Hybrid,Manual,1,1,15725
2629,Mercedes,Model B,2022,38117,Petrol,Automatic,1,30,20567
2630,Fiat,Model B,2021,23284,Petrol,Automatic,9,1,14553
2631,Fiat,Model A,2024,11168,Petrol,Automatic,10,1,24844
2632,Honda,Model A,2025,0,Petrol,Automatic,12,20,24126
2633,Hyundai,Model C,2000,250000,Petrol,Automatic,8,30,500
2634,Honda,Model A,2015,124365,Diesel,Automatic,6,30,6261
2635,Ford,Model A,2025,0,Petrol,Automatic,6,20,19863
2636,Toyota,Model B,2024,1276,Petrol,Manual,6,20,18103
2637,Mercedes,Model C,2025,0,Petrol,Automatic,12,10,33387
2638,VW,Model B,2025,0,Petrol,Automatic,5,1,20657
2639,BMW,Model B,2025,31172,Petrol,Automatic,2,30,25038
2640,Ford,Model A,2025,,Petrol,Automatic,4,10,28640
2641,Fiat,Model A,2019,78613,Hybrid,Manual,12,1,7651
2642,Audi,Model B,2010,182182,Diesel,Automatic,6,1,663
2643,Toyota,Model C,2025,5291,Petrol,Automatic,4,20,26204
2644,Ford,Model C,2024,18436,Petrol,Manual,4,10,15741
2645,Audi,Model A,2004,250000,Petrol,Manual,1,1,815
2646,Hyundai,Model C,2020,63996,Petrol,Automatic,8,10,11457
2647,Toyota,Model A,2025,3373,Petrol,Automatic,10,20,27378
2648,Ford,Model B,2022,36877,Petrol,Manual,5,30,17445
2649,Audi,Model C,2021,,Diesel,Manual,11,10,12072
2650,BMW,Model A,2021,34323,Petrol,Manual,10,10,17418
2651,Mercedes,Model C,2016,107086,Petrol,Manual,8,30,500
2652,BMW,Model A,2020,63619,Petrol,Manual,9,10,8625
2653,Honda,Model C,2020,66032,Petrol,Automatic,10,20,6665
2654,Ford,Model C,2005,242704,Petrol,Manual,7,1,500
2655,BMW,Model A,2025,0,Petrol,Manual,5,1,32581
2656,BMW,Model B,2021,47143,Petrol,Automatic,2,1,9411
2657,Honda,Model A,2025,0,Diesel,Manual,6,20,26765
2658,Hyundai,Model B,2025,,Petrol,Manual,7,1,19598
2659,Ford,Model A,2017,92683,Diesel,Automatic,12,10,7384
2660,Mercedes,Model B,2024,14708,Petrol,Automatic,2,1,29306
2661,Fiat,Model B,2022,51012,Diesel,Automatic,10,1,8757
2662,Fiat,Model A,2025,0,Diesel,Manual,4,1,18721
2663,Toyota,Model B,2017,,Diesel,Manual,12,10,5939
2664,Ford,Model B,2024,12498,Diesel,Automatic,8,10,21008
2665,Honda,Model A,2023,54317,Petrol,Automatic,6,10,24151
2666,Dacia,Model B,2019,68755,Petrol,Automatic,5,30,5364
2667,Honda,Model B,2013,154427,Diesel,Automatic,3,10,7222
2668,Dacia,Model B,2024,12230,Petrol,Automatic,9,20,19529
2669,Mercedes,Model A,2025,0,Petrol,Automatic,8,1,31075
2670,Toyota,Model A,2020,52189,Diesel,Automatic,12,1,13428
2671,Hyundai,Model B,2024,25207,Petrol,Automatic,8,20,18189
2672,Hyundai,Model B,2021,41509,Petrol,Manual,3,30,11852
2673,VW,Model C,2025,0,Petrol,Manual,9,1,22490
2674,Fiat,Model C,2016,107528,Diesel,Automatic,11,20,3958
2675,VW,Model B,2025,0,Diesel,Automatic,12,1,22308
2676,Ford,Model C,2019,73977,Petrol,Manual,9,30,9854
2677,Honda,Model C,2020,83267,Petrol,Manual,4,10,10758
2678,Honda,Model A,2005,250000,Petrol,Automatic,8,1,1404
2679,Toyota,Model A,2011,191049,Petrol,Automatic,7,1,923
2680,Ford,Model C,2022,27577,Petrol,Automatic,7,1,17808
2681,Toyota,Model B,2018,81852,Hybrid,Automatic,1,1,5470
2682,Mercedes,Model C,2025,0,Petrol,Automatic,3,30,38875
2683,Mercedes,Model A,2001,250000,Petrol,Automatic,7,30,500
2684,Fiat,Model C,2020,46096,Petrol,Manual,10,20,3661
2685,BMW,Model C,2020,40399,Hybrid,Automatic,3,1,9801
2686,Mercedes,Model C,2001,250000,Petrol,Manual,3,1,500
2687,Honda,Model A,2012,124620,Petrol,Automatic,10,1,2779
2688,Audi,Model C,2021,68552,Diesel,Automatic,9,30,13855
2689,Toyota,Model B,2022,54690,Petrol,Manual,7,1,13815
2690,Mercedes,Model C,2021,55496,Petrol,Manual,1,30,15172
2691,Mercedes,Model C,2022,19282,Petrol,Automatic,6,10,22917
2692,Hyundai,Model C,2023,267,Petrol,Automatic,11,30,18151
2693,Hyundai,Model C,2000,250000,Petrol,Automatic,1,20,1650
2694,Mercedes,Model A,2022,45376,Diesel,Automatic,2,30,20399
2695,VW,Model C,2025,45,Petrol,Automatic,11,10,24683
2696,Ford,Model A,2022,20347,Diesel,Automatic,7,30,18581
2697,VW,Model A,2024,29223,Hybrid,Automatic,9,10,25418
2698,Honda,Model B,2020,85265,Diesel,Automatic,10,1,9933
2699,Audi,Model C,2025,0,Petrol,Manual,4,1,30705
2700,VW,Model A,2025,1640,Hybrid,Automatic,4,1,27435
2701,Toyota,Model A,2022,13367,Hybrid,Automatic,4,10,21341
2702,Audi,Model A,2025,0,Petrol,Manual,3,1,28448
2703,Toyota,Model C,2012,163656,Petrol,Manual,4,30,1619
2704,Hyundai,Model C,2001,250000,Hybrid,Automatic,12,30,500
2705,Honda,Model B,2025,0,Diesel,Automatic,2,10,27875
2706,Toyota,Model A,2025,0,Petrol,Manual,4,10,18394
2707,Hyundai,Model A,2012,149291,Hybrid,Manual,4,20,4572
2708,Fiat,Model B,2018,79823,Petrol,Automatic,2,30,5302
2709,Honda,Model B,2001,250000,Petrol,Manual,1,10,500
2710,Toyota,Model B,2019,12746,Petrol,Manual,3,30,8966
2711,Ford,Model A,2025,0,Petrol,Automatic,7,20,24597
2712,BMW,Model B,2022,41249,Petrol,Automatic,8,1,20579
2713,VW,Model C,2020,51442,Petrol,Manual,3,1,12750
2714,Hyundai,Model B,2020,52810,Petrol,Automatic,7,1,6424
2715,Toyota,Model A,2000,250000,Petrol,Automatic,1,30,500
2716,Mercedes,Model C,2019,64814,Diesel,Automatic,8,30,12651
2717,BMW,Model A,2024,12088,Petrol,Automatic,1,20,29699
2718,Ford,Model B,2025,1935,Hybrid,Automatic,9,20,25146
2719,Audi,Model B,2025,0,Diesel,Manual,7,20,31403
2720,Honda,Model B,2002,250000,Diesel,Manual,2,20,500
2721,Toyota,Model B,2025,0,Petrol,Automatic,2,20,23457
2722,Mercedes,Model C,2025,28994,Hybrid,Automatic,1,1,33448
2723,Honda,Model C,2025,0,Petrol,Manual,7,20,24986
2724,Honda,Model A,2021,34990,Petrol,Automatic,11,10,15929
2725,Ford,Model A,2021,44956,Diesel,Manual,11,20,16272
2726,Audi,Model C,2020,66198,Diesel,Manual,8,1,10280
2727,Audi,Model A,2006,198738,Petrol,Manual,12,20,2399
2728,Hyundai,Model A,2017,83563,Petrol,Automatic,11,30,7762
2729,VW,Model B,2018,92869,Petrol,Automatic,9,1,8781
2730,Hyundai,Model A,2022,21778,Petrol,Automatic,5,10,22364
2731,Mercedes,Model A,2025,20550,Petrol,Automatic,11,1,34688
2732,Audi,Model B,2022,29191,Hybrid,Manual,5,30,18481
2733,Ford,Model B,2005,226509,Hybrid,Manual,6,30,500
2734,Fiat,Model A,2025,9153,Hybrid,Manual,9,10,16670
2735,Fiat,Model C,2025,24114,Petrol,Automatic,12,1,19065
2736,Hyundai,Model A,2025,6245,Petrol,Manual,7,10,17218
2737,BMW,Model A,2025,18906,Petrol,Automatic,3,30,25263
2738,Hyundai,Model C,2023,49149,Petrol,Manual,2,10,12008
2739,Fiat,Model B,2025,0,Petrol,Automatic,4,30,19981
2740,BMW,Model A,2007,230075,Petrol,Automatic,6,1,500
2741,Toyota,Model B,2020,37147,Petrol,Manual,4,20,10612
2742,Honda,Model A,2017,102373,Hybrid,Manual,9,30,3826
2743,Audi,Model C,2016,106930,Petrol,Manual,7,20,7437
2744,Honda,Model A,2014,150644,Petrol,Automatic,6,30,1232
2745,Fiat,Model C,2024,29583,Petrol,Manual,3,20,18771
2746,Fiat,Model C,2025,8546,Petrol,Manual,8,1,19905
2747,Dacia,Model C,2023,28476,Petrol,Manual,9,1,18610
2748,Honda,Model B,2014,139625,Petrol,Automatic,10,1,1625
2749,Toyota,Model A,2025,926,Petrol,Manual,12,30,24739
2750,VW,Model A,2024,11082,Petrol,Automatic,3,1,19129
2751,Toyota,Model C,2021,69638,Hybrid,Automatic,1,10,18556
2752,BMW,Model C,2024,35443,Petrol,Automatic,7,30,23079
2753,VW,Model C,2018,81875,Diesel,Manual,12,20,4784
2754,Toyota,Model B,2020,63564,Hybrid,Automatic,4,10,6598
2755,BMW,Model A,2025,1224,Petrol,Automatic,10,20,27848
2756,BMW,Model A,2019,47824,Petrol,Manual,4,10,12317
2757,Dacia,Model A,2022,30953,Petrol,Automatic,5,20,17597
2758,Audi,Model A,2025,23995,Petrol,Automatic,12,1,29792
2759,Honda,Model C,2025,0,Petrol,Manual,6,1,25052
2760,Dacia,Model C,2006,250000,Petrol,Automatic,10,10,500
2761,Honda,Model B,2014,149581,Petrol,Automatic,7,30,7954
2762,BMW,Model C,2000,250000,Diesel,Automatic,10,1,500
2763,Ford,Model A,2024,20412,Petrol,Automatic,4,30,23664
2764,BMW,Model C,2021,34241,Diesel,Automatic,11,30,14043
2765,BMW,Model C,2013,140021,Petrol,Manual,7,30,5932
2766,Fiat,Model B,2025,21620,Petrol,Manual,4,30,17906
2767,Toyota,Model A,2022,26782,Petrol,Automatic,1,1,23137
2768,VW,Model B,2018,99916,Diesel,Automatic,1,20,8004
2769,Honda,Model B,2022,15344,Diesel,Automatic,5,1,17866
2770,Audi,Model B,2024,0,Petrol,Automatic,3,20,25052
2771,Honda,Model B,2007,244520,Petrol,Manual,1,10,1965
2772,BMW,Model C,2019,71822,Petrol,Automatic,7,20,10387
2773,Toyota,Model A,2025,0,Petrol,Manual,12,1,24995
2774,Honda,Model C,2021,68441,Petrol,Manual,6,1,7571
2775,Audi,Model A,2023,42687,Petrol,Manual,7,10,14502
2776,VW,Model A,2021,61811,Petrol,Automatic,3,1,12554
2777,BMW,Model C,2004,243451,Diesel,Automatic,3,20,2697
2778,Honda,Model A,2015,115696,Diesel,Automatic,5,1,1848
2779,VW,Model A,2021,15802,Petrol,Manual,11,1,7413
2780,Toyota,Model C,2016,118415,Hybrid,Automatic,12,20,6942
2781,Fiat,Model B,2004,244372,Petrol,Automatic,10,20,500
2782,Ford,Model A,2025,2561,Petrol,Manual,1,10,23949
2783,Dacia,Model A,2025,4010,Hybrid,Automatic,6,10,19668
2784,Toyota,Model A,2025,19301,Petrol,Automatic,6,20,29310
2785,Dacia,Model B,2025,11316,Diesel,Automatic,12,10,15319
2786,Ford,Model C,2018,61397,Petrol,Automatic,10,20,7155
2787,VW,Model B,2025,0,Diesel,Manual,9,10,20967
2788,Fiat,Model A,2016,94068,Diesel,Automatic,8,30,3398
2789,Ford,Model B,2025,8521,Petrol,Automatic,9,30,28267
2790,Fiat,Model C,2025,13847,Diesel,Manual,9,30,20437
2791,Honda,Model B,2025,1523,Hybrid,Automatic,7,30,27218
2792,Ford,Model A,2025,0,Petrol,Automatic,11,30,27319
2793,Honda,Model B,2023,25037,Petrol,Automatic,1,20,26473
2794,Mercedes,Model C,2018,87133,Diesel,Manual,12,1,8889
2795,Ford,Model A,2021,38398,Petrol,Manual,10,30,13754
2796,Dacia,Model C,2023,5719,Hybrid,Automatic,7,1,14003
2797,Hyundai,Model B,2007,185247,Petrol,Automatic,11,30,2274
2798,VW,Model B,2024,,Petrol,Manual,11,30,23533
2799,Ford,Model C,2025,7445,Diesel,Automatic,6,10,26529
2800,Toyota,Model B,2016,113437,Petrol,Automatic,11,20,2193
2801,Mercedes,Model C,2025,18977,Petrol,Manual,3,20,25220
2802,Audi,Model B,2025,0,Petrol,Manual,6,1,31416
2803,BMW,Model C,2025,0,Diesel,Manual,3,30,23972
2804,VW,Model C,2025,5763,Petrol,Manual,2,1,27073
2805,Hyundai,Model B,2022,40399,Petrol,Manual,12,10,14804
2806,Audi,Model B,2025,0,Petrol,Manual,5,30,29335
2807,BMW,Model C,2025,5392,Petrol,Automatic,9,30,29745
2808,Toyota,Model C,2015,113996,Petrol,Automatic,5,30,500
